Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Symbol,Sector
2024-09-04 00:00:00-04:00,220.6331648046219,220.75260404502964,216.47252073588626,219.82691955566406,43840200,0.0,0.0,AAPL,Technology
2024-09-05 00:00:00-04:00,220.60331260233696,224.43546851590304,220.49382156548631,221.34983825683594,36615400,0.0,0.0,AAPL,Technology
2024-09-06 00:00:00-04:00,222.91254804497814,224.1965806221913,218.75191919539128,219.79705810546875,48423000,0.0,0.0,AAPL,Technology
2024-09-09 00:00:00-04:00,219.79706302441255,220.24497537072617,215.7061019102892,219.8866424560547,67180000,0.0,0.0,AAPL,Technology
2024-09-10 00:00:00-04:00,217.905857501112,220.45399594379384,215.72600018375593,219.09034729003906,51591000,0.0,0.0,AAPL,Technology
2024-09-11 00:00:00-04:00,220.43410202901993,222.05654079085224,216.88063262193214,221.6285400390625,44587100,0.0,0.0,AAPL,Technology
2024-09-12 00:00:00-04:00,221.46928361366915,222.51442259643306,218.8017058249269,221.738037109375,37455600,0.0,0.0,AAPL,Technology
2024-09-13 00:00:00-04:00,222.54426752163744,223.00212806640087,220.8820056188433,221.46926879882812,36766600,0.0,0.0,AAPL,Technology
2024-09-16 00:00:00-04:00,215.53686848493908,216.213726272445,212.92901053484562,215.31790161132812,59357400,0.0,0.0,AAPL,Technology
2024-09-17 00:00:00-04:00,214.75053008791312,215.89519659483264,213.50632075947794,215.78570556640625,45519300,0.0,0.0,AAPL,Technology
2024-09-18 00:00:00-04:00,216.54221012404864,221.67831024616868,216.5322467283196,219.66766357421875,59894900,0.0,0.0,AAPL,Technology
2024-09-19 00:00:00-04:00,223.94775287051627,228.75538000957175,223.58941994126667,227.8097686767578,66781300,0.0,0.0,AAPL,Technology
2024-09-20 00:00:00-04:00,228.90467282845125,232.01021467188832,226.56555305015522,227.1428680419922,318679900,0.0,0.0,AAPL,Technology
2024-09-23 00:00:00-04:00,226.2868480598011,228.38707413181643,224.7639369712135,225.42088317871094,54146000,0.0,0.0,AAPL,Technology
2024-09-24 00:00:00-04:00,227.59078065470555,228.28755007923567,224.6843092769655,226.31671142578125,43556100,0.0,0.0,AAPL,Technology
2024-09-25 00:00:00-04:00,223.88801837861104,226.2370864319121,222.98224544035924,225.32135009765625,42308700,0.0,0.0,AAPL,Technology
2024-09-26 00:00:00-04:00,226.24703661091274,227.44147457763864,224.36579263659118,226.4660186767578,36636700,0.0,0.0,AAPL,Technology
2024-09-27 00:00:00-04:00,227.40166606122023,228.45675318264773,226.24703611440785,226.73475646972656,34026000,0.0,0.0,AAPL,Technology
2024-09-30 00:00:00-04:00,228.97432934379907,231.92062377929688,228.58613663255096,231.92062377929688,54541900,0.0,0.0,AAPL,Technology
2024-10-01 00:00:00-04:00,228.4567427059963,228.58613014733984,222.70352002656801,225.16207885742188,63285000,0.0,0.0,AAPL,Technology
2024-10-02 00:00:00-04:00,224.84356992020335,226.31670960653594,221.98686997976517,225.7294464111328,32880600,0.0,0.0,AAPL,Technology
2024-10-03 00:00:00-04:00,224.09704443839323,225.75930638603796,222.28548343692833,224.6245880126953,34044200,0.0,0.0,AAPL,Technology
2024-10-04 00:00:00-04:00,226.8442543024003,226.9437971307691,223.09172964492672,225.74935913085938,37245100,0.0,0.0,AAPL,Technology
2024-10-07 00:00:00-04:00,223.4600360693569,224.64452599576788,220.30472246057153,220.66305541992188,39505400,0.0,0.0,AAPL,Technology
2024-10-08 00:00:00-04:00,223.26094483680066,224.93315503301397,222.2158058701156,224.72413635253906,31855700,0.0,0.0,AAPL,Technology
2024-10-09 00:00:00-04:00,224.1866374402548,228.68570318762718,223.78849648056692,228.47666931152344,33591100,0.0,0.0,AAPL,Technology
2024-10-10 00:00:00-04:00,226.72481576308653,228.43684913724616,226.11764095959848,227.97897338867188,28183500,0.0,0.0,AAPL,Technology
2024-10-11 00:00:00-04:00,228.23778864704394,228.34727968813561,226.28686151162026,226.4958953857422,31759200,0.0,0.0,AAPL,Technology
2024-10-14 00:00:00-04:00,227.64055393917852,230.65651637799863,227.54102629778745,230.228515625,39882100,0.0,0.0,AAPL,Technology
2024-10-15 00:00:00-04:00,232.527799450427,236.38983016358188,231.29353829774286,232.76669311523438,64751400,0.0,0.0,AAPL,Technology
2024-10-16 00:00:00-04:00,230.52712470524975,231.0447048824563,228.7752681420796,230.70628356933594,34082200,0.0,0.0,AAPL,Technology
2024-10-17 00:00:00-04:00,232.348638945834,232.76670668063704,229.4521309302649,231.07456970214844,32993800,0.0,0.0,AAPL,Technology
2024-10-18 00:00:00-04:00,235.0859033854084,235.0859033854084,232.92595759952005,233.911376953125,46431500,0.0,0.0,AAPL,Technology
2024-10-21 00:00:00-04:00,233.36392650842956,235.75281781754072,233.36392650842956,235.384521484375,36254500,0.0,0.0,AAPL,Technology
2024-10-22 00:00:00-04:00,232.80651969699693,235.12572795126604,231.52250221800776,234.76739501953125,38846600,0.0,0.0,AAPL,Technology
2024-10-23 00:00:00-04:00,232.99563706556216,234.05072423456664,226.7049068825192,229.69100952148438,52287000,0.0,0.0,AAPL,Technology
2024-10-24 00:00:00-04:00,228.91461372105516,229.75073396519565,227.35189464165862,229.50189208984375,31109500,0.0,0.0,AAPL,Technology
2024-10-25 00:00:00-04:00,228.6757355296476,232.1396101862481,228.50652487676712,230.33799743652344,38802300,0.0,0.0,AAPL,Technology
2024-10-28 00:00:00-04:00,232.23917058038825,233.6426273223557,231.4727332926884,232.31878662109375,36087100,0.0,0.0,AAPL,Technology
2024-10-29 00:00:00-04:00,232.02018805231754,233.24448591818899,231.24380255804743,232.58753967285156,35417200,0.0,0.0,AAPL,Technology
2024-10-30 00:00:00-04:00,231.5324398883544,232.38845656475567,228.48661770128336,229.03407287597656,47070900,0.0,0.0,AAPL,Technology
2024-10-31 00:00:00-04:00,228.27758291037028,228.76531846185907,224.32597264925337,224.8634796142578,64370100,0.0,0.0,AAPL,Technology
2024-11-01 00:00:00-04:00,219.9463649274566,224.30607958110733,219.2496106921502,221.87738037109375,65276700,0.0,0.0,AAPL,Technology
2024-11-04 00:00:00-05:00,219.96627293386246,221.75792231303782,218.69220372782075,220.98153686523438,44944500,0.0,0.0,AAPL,Technology
2024-11-05 00:00:00-05:00,220.7725208689619,222.91255498009295,220.11557465497725,222.4148712158203,28111300,0.0,0.0,AAPL,Technology
2024-11-06 00:00:00-05:00,221.57875664968802,225.02273483375984,220.16533664224426,221.68824768066406,54561100,0.0,0.0,AAPL,Technology
2024-11-07 00:00:00-05:00,223.5894200604507,226.82436463330757,223.52970043689453,226.42620849609375,42137700,0.0,0.0,AAPL,Technology
2024-11-08 00:00:00-05:00,226.366414165256,227.8511489598711,225.60910803907555,226.15716552734375,38328800,0.25,0.0,AAPL,Technology
2024-11-11 00:00:00-05:00,224.20409384410638,224.90161465065876,220.7164746065314,223.4368133544922,42005600,0.0,0.0,AAPL,Technology
2024-11-12 00:00:00-05:00,223.75568869738083,224.79200315214243,222.5698957238352,223.4368133544922,40398300,0.0,0.0,AAPL,Technology
2024-11-13 00:00:00-05:00,223.21759527142092,225.8482560889112,221.97201694486657,224.32366943359375,48566200,0.0,0.0,AAPL,Technology
2024-11-14 00:00:00-05:00,224.2240421118748,228.06041440281584,224.204108600429,227.4127197265625,44923900,0.0,0.0,AAPL,Technology
2024-11-15 00:00:00-05:00,225.59912786989784,226.1172926822584,223.47667285882866,224.20408630371094,47923700,0.0,0.0,AAPL,Technology
2024-11-18 00:00:00-05:00,224.45320372664565,228.92732633570628,224.3734848929754,227.21340942382812,44633700,0.0,0.0,AAPL,Technology
2024-11-19 00:00:00-05:00,226.17708394083317,229.34584301691135,225.8582238051146,227.4724884033203,36211800,0.0,0.0,AAPL,Technology
2024-11-20 00:00:00-05:00,227.25326410482543,229.11664435033194,225.0909420304879,228.18994140625,35169600,0.0,0.0,AAPL,Technology
2024-11-21 00:00:00-05:00,228.07036655131708,229.34583747298603,224.9115819089953,227.71163940429688,42108300,0.0,0.0,AAPL,Technology
2024-11-22 00:00:00-05:00,227.2532593649619,229.9038535446,227.2532593649619,229.05685424804688,38168300,0.0,0.0,AAPL,Technology
2024-11-25 00:00:00-05:00,230.64124862727573,232.42491005721112,228.92733167542056,232.04624938964844,90152800,0.0,0.0,AAPL,Technology
2024-11-26 00:00:00-05:00,232.50462429580293,234.73670603206307,232.50462429580293,234.22850036621094,45986200,0.0,0.0,AAPL,Technology
2024-11-27 00:00:00-05:00,233.640604190904,234.85628986853752,232.9829351774668,234.09896850585938,33498400,0.0,0.0,AAPL,Technology
2024-11-29 00:00:00-05:00,233.97938842310504,236.96877632211965,233.14236346053607,236.490478515625,28481400,0.0,0.0,AAPL,Technology
2024-12-02 00:00:00-05:00,236.4306920263062,239.93822952974793,236.32108052902282,238.7424774169922,48137100,0.0,0.0,AAPL,Technology
2024-12-03 00:00:00-05:00,238.96170621081686,241.90126799408412,238.05492154808562,241.79165649414062,38861000,0.0,0.0,AAPL,Technology
2024-12-04 00:00:00-05:00,242.01088645785893,243.2465056559754,240.3966217802532,242.150390625,44383900,0.0,0.0,AAPL,Technology
2024-12-05 00:00:00-05:00,243.12691898237586,243.6749612569442,241.27349790971317,242.18026733398438,40033900,0.0,0.0,AAPL,Technology
2024-12-06 00:00:00-05:00,242.0507319698173,243.7646488451358,241.2236661935451,241.98097229003906,36870600,0.0,0.0,AAPL,Technology
2024-12-09 00:00:00-05:00,240.97455722335047,246.36542364679892,240.89483838917155,245.8771514892578,44649200,0.0,0.0,AAPL,Technology
2024-12-10 00:00:00-05:00,246.0166626912396,247.33200068563022,244.47214254503118,246.8935546875,36914800,0.0,0.0,AAPL,Technology
2024-12-11 00:00:00-05:00,247.0828737526952,249.91282389632013,245.38887516358946,245.61807250976562,45205800,0.0,0.0,AAPL,Technology
2024-12-12 00:00:00-05:00,246.01666340683192,247.8601253939288,244.81093690846672,247.0828857421875,32777500,0.0,0.0,AAPL,Technology
2024-12-13 00:00:00-05:00,246.9433725816478,248.40815863747187,245.36895982515324,247.2522735595703,33155300,0.0,0.0,AAPL,Technology
