Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Symbol,Sector,SMA_20,SMA_50,SMA_200,Daily_Return,Volatility,Price_Change,Price_Change_Pct,RSI,MACD,MACD_Signal,BB_Upper,BB_Lower,BB_Middle
2024-09-04 00:00:00-04:00,220.6331648046219,220.75260404502964,216.47252073588623,219.8269195556641,43840200,0.0,0.0,AAPL,Technology,,,,,,,,,,,,,
2024-09-05 00:00:00-04:00,220.60331260233696,224.43546851590304,220.49382156548631,221.34983825683597,36615400,0.0,0.0,AAPL,Technology,,,,0.006927808042118455,,1.522918701171875,0.6927808042118541,,,,,,
2024-09-06 00:00:00-04:00,222.9125480449781,224.1965806221913,218.75191919539128,219.79705810546875,48423000,0.0,0.0,AAPL,Technology,,,,-0.007015049857707623,,-1.552780151367216,-0.7015049857707593,,,,,,
2024-09-09 00:00:00-04:00,219.79706302441252,220.24497537072617,215.7061019102892,219.8866424560547,67180000,0.0,0.0,AAPL,Technology,,,,0.0004075775688632266,,0.0895843505859375,0.040757756886332305,,,,,,
2024-09-10 00:00:00-04:00,217.905857501112,220.45399594379384,215.72600018375596,219.09034729003903,51591000,0.0,0.0,AAPL,Technology,,,,-0.0036213894446762707,,-0.7962951660156534,-0.3621389444676234,,,,,,
2024-09-11 00:00:00-04:00,220.43410202901995,222.05654079085224,216.8806326219321,221.6285400390625,44587100,0.0,0.0,AAPL,Technology,,,,0.011585141839513868,,2.538192749023466,1.158514183951392,,,,,,
2024-09-12 00:00:00-04:00,221.46928361366915,222.51442259643304,218.8017058249269,221.738037109375,37455600,0.0,0.0,AAPL,Technology,,,,0.0004940567234399396,,0.1094970703125,0.04940567234400448,,,,,,
2024-09-13 00:00:00-04:00,222.54426752163744,223.00212806640087,220.8820056188433,221.46926879882807,36766600,0.0,0.0,AAPL,Technology,,,,-0.0012120983573709054,,-0.26876831054693184,-0.12120983573709483,,,,,,
2024-09-16 00:00:00-04:00,215.53686848493908,216.213726272445,212.9290105348456,215.31790161132807,59357400,0.0,0.0,AAPL,Technology,,,,-0.027775263000879846,,-6.1513671875,-2.7775263000879837,,,,,,
2024-09-17 00:00:00-04:00,214.75053008791312,215.89519659483264,213.50632075947797,215.78570556640625,45519300,0.0,0.0,AAPL,Technology,,,,0.0021726198870477553,,0.46780395507818184,0.21726198870478416,,,,,,
2024-09-18 00:00:00-04:00,216.54221012404864,221.67831024616868,216.5322467283196,219.66766357421875,59894900,0.0,0.0,AAPL,Technology,,,,0.017989875638995345,,3.8819580078125,1.7989875638995279,,,,,,
2024-09-19 00:00:00-04:00,223.94775287051627,228.75538000957172,223.58941994126667,227.8097686767578,66781300,0.0,0.0,AAPL,Technology,,,,0.03706556062944655,,8.142105102539062,3.706556062944651,,,,,,
2024-09-20 00:00:00-04:00,228.90467282845125,232.01021467188832,226.5655530501552,227.1428680419922,318679900,0.0,0.0,AAPL,Technology,,,,-0.002927445291917685,,-0.666900634765625,-0.29274452919176563,,,,,,
2024-09-23 00:00:00-04:00,226.2868480598011,228.38707413181643,224.7639369712135,225.4208831787109,54146000,0.0,0.0,AAPL,Technology,,,,-0.007581065072062687,,-1.7219848632812784,-0.7581065072062633,61.61981907992768,,,,,
2024-09-24 00:00:00-04:00,227.59078065470555,228.28755007923567,224.6843092769655,226.31671142578125,43556100,0.0,0.0,AAPL,Technology,,,,0.003974025096690426,,0.8958282470703409,0.3974025096690529,63.347306042248626,,,,,
2024-09-25 00:00:00-04:00,223.88801837861104,226.2370864319121,222.98224544035924,225.32135009765625,42308700,0.0,0.0,AAPL,Technology,,,,-0.004398090277356381,,-0.995361328125,-0.4398090277356388,60.109919185200305,,,,,
2024-09-26 00:00:00-04:00,226.24703661091277,227.44147457763864,224.3657926365912,226.4660186767578,36636700,0.0,0.0,AAPL,Technology,,,,0.005080160307070036,,1.1446685791015625,0.5080160307070116,62.48436586822568,,,,,
2024-09-27 00:00:00-04:00,227.40166606122023,228.45675318264773,226.24703611440785,226.73475646972656,34026000,0.0,0.0,AAPL,Technology,,,,0.001186658354039194,,0.26873779296875,0.11866583540391022,63.04059804608962,,,,,
2024-09-30 00:00:00-04:00,228.97432934379907,231.92062377929688,228.58613663255096,231.92062377929688,54541900,0.0,0.0,AAPL,Technology,,,,0.02287195571739664,,5.1858673095703125,2.287195571739671,71.74618797630248,,,,,
2024-10-01 00:00:00-04:00,228.4567427059963,228.58613014733984,222.703520026568,225.16207885742188,63285000,0.0,0.0,AAPL,Technology,222.89264907836915,,,-0.029141629630604293,,-6.758544921875,-2.914162963060434,53.920581151791694,,,231.24179147066008,214.54350668607822,222.89264907836915
2024-10-02 00:00:00-04:00,224.84356992020332,226.31670960653597,221.9868699797652,225.7294464111328,32880600,0.0,0.0,AAPL,Technology,223.1877754211426,,,0.00251981841964688,,0.5673675537109375,0.251981841964698,54.932862969665884,,,231.49978629542036,214.87576454686481,223.1877754211426
2024-10-03 00:00:00-04:00,224.09704443839323,225.759306386038,222.28548343692836,224.6245880126953,34044200,0.0,0.0,AAPL,Technology,223.35151290893555,,,-0.004894613511899348,,-1.1048583984375,-0.489461351189939,52.51354693014189,,,231.64123958688688,215.0617862309842,223.35151290893555
2024-10-04 00:00:00-04:00,226.8442543024003,226.9437971307691,223.09172964492672,225.74935913085935,37245100,0.0,0.0,AAPL,Technology,223.64912796020508,,,0.005007337478568852,,1.124771118164034,0.5007337478568751,54.70077158905482,,,231.83377047109036,215.4644854493198,223.64912796020508
2024-10-07 00:00:00-04:00,223.4600360693569,224.64452599576788,220.30472246057155,220.66305541992188,39505400,0.0,0.0,AAPL,Technology,223.68794860839844,,,-0.022530755925597612,,-5.086303710937472,-2.2530755925597608,44.678897805110594,,,231.80794930233094,215.56794791446595,223.68794860839844
2024-10-08 00:00:00-04:00,223.26094483680063,224.933155033014,222.2158058701156,224.72413635253903,31855700,0.0,0.0,AAPL,Technology,223.96963806152343,,,0.018403991211346726,,4.061080932617159,1.8403991211346733,52.20787312716459,,,231.8184701344603,216.12080598858654,223.96963806152343
2024-10-09 00:00:00-04:00,224.1866374402548,228.6857031876272,223.7884964805669,228.47666931152344,33591100,0.0,0.0,AAPL,Technology,224.3120445251465,,,0.016698397510348295,,3.7525329589844034,1.669839751034827,57.90831955122997,1.2921404675080055,,232.31839914578256,216.30568990451042,224.3120445251465
2024-10-10 00:00:00-04:00,226.72481576308653,228.43684913724616,226.11764095959848,227.97897338867188,28183500,0.0,0.0,AAPL,Technology,224.62409133911132,,,-0.0021783227335696598,,-0.4976959228515625,-0.21783227335696315,56.93829830977185,1.4158970777584727,,232.69108533177675,216.5570973464459,224.62409133911132
2024-10-11 00:00:00-04:00,228.23778864704397,228.3472796881356,226.28686151162023,226.4958953857422,31759200,0.0,0.0,AAPL,Technology,224.87542266845702,,,-0.00650532801725201,,-1.4830780029296875,-0.6505328017252053,54.03367776663797,1.3784135889431468,,232.84623638820474,216.9046089487093,224.87542266845702
2024-10-14 00:00:00-04:00,227.6405539391785,230.65651637799863,227.54102629778745,230.228515625,39882100,0.0,0.0,AAPL,Technology,225.62095336914064,,,0.01647985820184883,,3.7326202392578125,1.6479858201848805,59.617285795548035,1.6310966456930487,,232.60468348570848,218.6372232525728,225.62095336914064
2024-10-15 00:00:00-04:00,232.527799450427,236.38983016358188,231.29353829774288,232.7666931152344,64751400,0.0,0.0,AAPL,Technology,226.47000274658203,,,0.011024600855128686,,2.5381774902344034,1.1024600855128774,62.91606914304872,2.012955402815635,,232.53258028384002,220.40742520932403,226.47000274658203
2024-10-16 00:00:00-04:00,230.52712470524972,231.0447048824563,228.7752681420796,230.70628356933597,34082200,0.0,0.0,AAPL,Technology,227.02193374633788,,,-0.008851822906116524,0.014181554409194382,-2.0604095458984375,-0.8851822906116568,58.72254267260731,2.124829674360626,,232.48738765978115,221.5564798328946,227.02193374633788
2024-10-17 00:00:00-04:00,232.348638945834,232.76670668063704,229.4521309302649,231.07456970214844,32993800,0.0,0.0,AAPL,Technology,227.18517379760743,,,0.0015963420116460458,0.014147258239114413,0.3682861328124716,0.15963420116461097,59.24543297553963,2.2176448244921687,,232.92322504216477,221.4471225530501,227.18517379760743
2024-10-18 00:00:00-04:00,235.0859033854084,235.0859033854084,232.92595759952005,233.911376953125,46431500,0.0,0.0,AAPL,Technology,227.52359924316406,,,0.012276587833240038,0.014183812976386666,2.8368072509765625,1.2276587833239994,63.1207632432083,2.4913889555906508,,233.96682116847694,221.08037731785117,227.52359924316406
2024-10-21 00:00:00-04:00,233.3639265084296,235.75281781754072,233.3639265084296,235.384521484375,36254500,0.0,0.0,AAPL,Technology,228.02178115844725,,,0.006297874649958679,0.01419927975295496,1.47314453125,0.6297874649958616,64.98290510270103,2.7949847593077664,2.079297932713897,235.23266908039577,220.81089323649874,228.02178115844725
2024-10-22 00:00:00-04:00,232.80651969699693,235.12572795126604,231.52250221800776,234.76739501953125,38846600,0.0,0.0,AAPL,Technology,228.44431533813477,,,-0.0026217801448966682,0.014185901409003844,-0.61712646484375,-0.2621780144896721,63.53559551248709,2.9517635797332673,2.253791062117771,236.17748886552994,220.7111418107396,228.44431533813477
